instruction;input;output;prediction
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment résoudre une équation différentielle du premier ordre ?;"{""subject"": ""maths"", ""topic"": ""differentials""}";"""Comment résoudre une équation différentielle du premier ordre ? ->: {""subject"": ""maths"", ""topic"": ""differentials""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Qu'est-ce que la dérivée d'une fonction trigonométrique ?;"{""subject"": ""maths"", ""topic"": ""derivatives""}";"""Qu'est-ce que la dérivée d'une fonction trigonométrique ? ->: {""subject"": ""maths"", ""topic"": ""derivatives""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment calculer une dérivée ?;"{""subject"": ""maths"", ""topic"": ""derivatives""}";"""Comment calculer une dérivée ? ->: {""subject"": ""maths"", ""topic"": ""derivatives""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Qu'est-ce qu'un nombre complexe ?;"{""subject"": ""maths"", ""topic"": ""complex-numbers""}";"""Qu'est-ce qu'un nombre complexe ? ->: {""subject"": ""maths"", ""topic"": ""complex-numbers""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment résoudre une équation différentielle ?;"{""subject"": ""maths"", ""topic"": ""differentials""}";"""Comment résoudre une équation différentielle ? ->: {""subject"": ""maths"", ""topic"": ""differentials""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Qu'est-ce qu'une dérivée partielle ?;"{""subject"": ""maths"", ""topic"": ""derivatives""}";"""Qu'est-ce qu'une dérivée partielle ? ->: {""subject"": ""maths"", ""topic"": ""derivatives""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment calculer une intégrale ?;"{""subject"": ""maths"", ""topic"": ""differentials""}";"""Comment calculer une intégrale ? ->: {""subject"": ""maths"", ""topic"": ""differentials""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Qu'est-ce qu'un nombre complexe ?;"{""subject"": ""maths"", ""topic"": ""complex-numbers""}";"""Qu'est-ce qu'un nombre complexe ? ->: {""subject"": ""maths"", ""topic"": ""complex-numbers""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment calculer la dérivée d'une fonction polynomiale ?;"{""subject"": ""maths"", ""topic"": ""derivatives""}";"""Comment calculer la dérivée d'une fonction polynomiale ? ->: {""subject"": ""maths"", ""topic"": ""derivatives""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Qu'est-ce qu'une différentielle totale ?;"{""subject"": ""maths"", ""topic"": ""differentials""}";"""Qu'est-ce qu'une différentielle totale ? ->: {""subject"": ""maths"", ""topic"": ""differentials""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment calculer la dérivée d'une fonction trigonométrique ?;"{""subject"": ""maths"", ""topic"": ""derivatives""}";"""Comment calculer la dérivée d'une fonction trigonométrique ? ->: {""subject"": ""maths"", ""topic"": ""derivatives""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Qu'est-ce qu'une dérivée partielle ?;"{""subject"": ""maths"", ""topic"": ""derivatives""}";"""Qu'est-ce qu'une dérivée partielle ? ->: {""subject"": ""maths"", ""topic"": ""derivatives""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Qu'est-ce qu'un nombre complexe en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""complex-numbers""}";"""Qu'est-ce qu'un nombre complexe en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""complex-numbers""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Je ne comprends pas les dérivées, peux-tu m'expliquer ?;"{""subject"": ""maths"", ""topic"": ""derivatives""}";"""Je ne comprends pas les dérivées, peux-tu m'expliquer ? ->: {""subject"": ""maths"", ""topic"": ""derivatives""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment calculer une différentielle en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""differentials""}";"""Comment calculer une différentielle en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""differentials""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Quelles sont les propriétés des nombres complexes en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""complex-numbers""}";"""Quelles sont les propriétés des nombres complexes en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""complex-numbers""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment trouver la dérivée d'une fonction en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""derivatives""}";"""Comment trouver la dérivée d'une fonction en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""derivatives""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Qu'est-ce que la dérivée d'une fonction trigonométrique ?;"{""subject"": ""maths"", ""topic"": ""derivatives""}";"""Qu'est-ce que la dérivée d'une fonction trigonométrique ? ->: {""subject"": ""maths"", ""topic"": ""derivatives""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Explique-moi les nombres complexes en mathématiques.;"{""subject"": ""maths"", ""topic"": ""complex-numbers""}";"""Explique-moi les nombres complexes en mathématiques. ->: {""subject"": ""maths"", ""topic"": ""complex-numbers""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment calculer la dérivée d'une fonction polynomiale ?;"{""subject"": ""maths"", ""topic"": ""derivatives""}";"""Comment calculer la dérivée d'une fonction polynomiale ? ->: {""subject"": ""maths"", ""topic"": ""derivatives""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Qu'est-ce que la différentielle d'une fonction ?;"{""subject"": ""maths"", ""topic"": ""differentials""}";"""Qu'est-ce que la différentielle d'une fonction ? ->: {""subject"": ""maths"", ""topic"": ""differentials""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment résoudre une équation complexe en utilisant les nombres complexes ?;"{""subject"": ""maths"", ""topic"": ""complex-numbers""}";"""Comment résoudre une équation complexe en utilisant les nombres complexes ? ->: {""subject"": ""maths"", ""topic"": ""complex-numbers""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Qu'est-ce que les dérivées en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""derivatives""}";"""Qu'est-ce que les dérivées en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""derivatives""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment résoudre des équations différentielles en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""differentials""}";"""Comment résoudre des équations différentielles en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""differentials""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Bonjour, j'ai besoin d'aide pour comprendre les nombres complexes.;"{""subject"": ""maths"", ""topic"": ""complex-numbers""}";"""Bonjour, j'ai besoin d'aide pour comprendre les nombres complexes. ->: {""subject"": ""maths"", ""topic"": ""complex-numbers""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment calculer la dérivée d'une fonction en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""derivatives""}";"""Comment calculer la dérivée d'une fonction en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""derivatives""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Qu'est-ce que les différentielles en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""differentials""}";"""Qu'est-ce que les différentielles en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""differentials""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Quels sont les concepts de base des nombres complexes en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""complex-numbers""}";"""Quels sont les concepts de base des nombres complexes en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""complex-numbers""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment calculer une dérivée en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""derivatives""}";"""Comment calculer une dérivée en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""derivatives""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Qu'est-ce qu'une différentielle en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""differentials""}";"""Qu'est-ce qu'une différentielle en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""differentials""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment additionner des nombres complexes en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""complex-numbers""}";"""Comment additionner des nombres complexes en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""complex-numbers""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Quelles sont les propriétés des dérivées en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""derivatives""}";"""Quelles sont les propriétés des dérivées en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""derivatives""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment additionner des nombres complexes en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""complex-numbers""}";"""Comment additionner des nombres complexes en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""complex-numbers""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Qu'est-ce qu'une dérivée en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""derivatives""}";"""Qu'est-ce qu'une dérivée en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""derivatives""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment calculer une dérivée partielle en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""derivatives""}";"""Comment calculer une dérivée partielle en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""derivatives""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Qu'est-ce qu'une équation différentielle en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""differentials""}";"""Qu'est-ce qu'une équation différentielle en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""differentials""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment résoudre une équation différentielle du premier ordre en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""differentials""}";"""Comment résoudre une équation différentielle du premier ordre en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""differentials""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment trouver la dérivée d'une fonction en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""derivatives""}";"""Comment trouver la dérivée d'une fonction en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""derivatives""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Qu'est-ce que les nombres complexes en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""complex-numbers""}";"""Qu'est-ce que les nombres complexes en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""complex-numbers""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment calculer une intégrale en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""integrals""}";"""Comment calculer une intégrale en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""integrals""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Qu'est-ce que les équations différentielles en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""differential-equations""}";"""Qu'est-ce que les équations différentielles en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""differential-equations""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment résoudre une équation différentielle en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""differential-equations""}";"""Comment résoudre une équation différentielle en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""differential-equations""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment résoudre une équation différentielle du premier ordre ?;"{""subject"": ""maths"", ""topic"": ""differentials""}";"""Comment résoudre une équation différentielle du premier ordre ? ->: {""subject"": ""maths"", ""topic"": ""differentials""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Qu'est-ce qu'une dérivée ?;"{""subject"": ""maths"", ""topic"": ""derivatives""}";"""Qu'est-ce qu'une dérivée ? ->: {""subject"": ""maths"", ""topic"": ""derivatives""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment additionner des nombres complexes ?;"{""subject"": ""maths"", ""topic"": ""complex-numbers""}";"""Comment additionner des nombres complexes ? ->: {""subject"": ""maths"", ""topic"": ""complex-numbers""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Qu'est-ce qu'une équation différentielle ?;"{""subject"": ""maths"", ""topic"": ""differentials""}";"""Qu'est-ce qu'une équation différentielle ? ->: {""subject"": ""maths"", ""topic"": ""differentials""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment calculer la dérivée d'une fonction ?;"{""subject"": ""maths"", ""topic"": ""derivatives""}";"""Comment calculer la dérivée d'une fonction ? ->: {""subject"": ""maths"", ""topic"": ""derivatives""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment additionner des nombres complexes en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""complex-numbers""}";"""Comment additionner des nombres complexes en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""complex-numbers""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Qu'est-ce qu'une dérivée partielle en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""derivatives""}";"""Qu'est-ce qu'une dérivée partielle en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""derivatives""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment calculer une intégrale en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""differentials""}";"""Comment calculer une intégrale en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""differentials""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Qu'est-ce qu'un nombre complexe en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""complex-numbers""}";"""Qu'est-ce qu'un nombre complexe en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""complex-numbers""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment trouver la dérivée d'une fonction en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""derivatives""}";"""Comment trouver la dérivée d'une fonction en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""derivatives""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Peux-tu m'expliquer ce que sont les nombres complexes en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""complex-numbers""}";"""Peux-tu m'expliquer ce que sont les nombres complexes en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""complex-numbers""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment peut-on dériver une fonction en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""derivatives""}";"""Comment peut-on dériver une fonction en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""derivatives""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Qu'est-ce qu'une équation différentielle en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""differentials""}";"""Qu'est-ce qu'une équation différentielle en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""differentials""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment résoudre une équation différentielle en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""differentials""}";"""Comment résoudre une équation différentielle en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""differentials""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Quelles sont les applications des dérivées en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""derivatives""}";"""Quelles sont les applications des dérivées en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""derivatives""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment simplifier une expression avec des nombres complexes ?;"{""subject"": ""maths"", ""topic"": ""complex-numbers""}";"""Comment simplifier une expression avec des nombres complexes ? ->: {""subject"": ""maths"", ""topic"": ""complex-numbers""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment calculer la dérivée d'une fonction ?;"{""subject"": ""maths"", ""topic"": ""derivatives""}";"""Comment calculer la dérivée d'une fonction ? ->: {""subject"": ""maths"", ""topic"": ""derivatives""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Qu'est-ce que les différentielles en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""differentials""}";"""Qu'est-ce que les différentielles en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""differentials""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment simplifier une expression avec des nombres complexes ?;"{""subject"": ""maths"", ""topic"": ""complex-numbers""}";"""Comment simplifier une expression avec des nombres complexes ? ->: {""subject"": ""maths"", ""topic"": ""complex-numbers""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment résoudre une équation quadratique ?;"{""subject"": ""maths"", ""topic"": ""complex-numbers""}";"""Comment résoudre une équation quadratique ? ->: {""subject"": ""maths"", ""topic"": ""complex-numbers""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment simplifier un nombre complexe en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""complex-numbers""}";"""Comment simplifier un nombre complexe en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""complex-numbers""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Quelles sont les propriétés des dérivées en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""derivatives""}";"""Quelles sont les propriétés des dérivées en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""derivatives""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment calculer une intégrale en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""differentials""}";"""Comment calculer une intégrale en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""differentials""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Qu'est-ce qu'un nombre complexe en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""complex-numbers""}";"""Qu'est-ce qu'un nombre complexe en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""complex-numbers""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment trouver la dérivée d'une fonction trigonométrique en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""derivatives""}";"""Comment trouver la dérivée d'une fonction trigonométrique en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""derivatives""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment trouver la partie réelle d'un nombre complexe en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""complex-numbers""}";"""Comment trouver la partie réelle d'un nombre complexe en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""complex-numbers""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Qu'est-ce qu'une dérivée en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""derivatives""}";"""Qu'est-ce qu'une dérivée en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""derivatives""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment calculer une dérivée partielle en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""derivatives""}";"""Comment calculer une dérivée partielle en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""derivatives""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Quelle est la formule de la différentielle totale en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""differentials""}";"""Quelle est la formule de la différentielle totale en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""differentials""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment utiliser les différentielles pour approximer une fonction en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""differentials""}";"""Comment utiliser les différentielles pour approximer une fonction en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""differentials""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment calculer la dérivée d'une fonction en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""derivatives""}";"""Comment calculer la dérivée d'une fonction en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""derivatives""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Qu'est-ce que les nombres complexes en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""complex-numbers""}";"""Qu'est-ce que les nombres complexes en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""complex-numbers""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment résoudre une équation différentielle en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""differentials""}";"""Comment résoudre une équation différentielle en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""differentials""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Qu'est-ce que les nombres complexes et comment les représenter en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""complex-numbers""}";"""Qu'est-ce que les nombres complexes et comment les représenter en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""complex-numbers""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment trouver la dérivée d'une fonction trigonométrique en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""derivatives""}";"""Comment trouver la dérivée d'une fonction trigonométrique en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""derivatives""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Qu'est-ce qu'une dérivée partielle en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""derivatives""}";"""Qu'est-ce qu'une dérivée partielle en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""derivatives""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment calculer une limite en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""derivatives""}";"""Comment calculer une limite en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""derivatives""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Qu'est-ce qu'un nombre complexe en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""complex-numbers""}";"""Qu'est-ce qu'un nombre complexe en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""complex-numbers""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment résoudre une équation différentielle en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""differentials""}";"""Comment résoudre une équation différentielle en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""differentials""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Qu'est-ce qu'une fonction dérivable en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""derivatives""}";"""Qu'est-ce qu'une fonction dérivable en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""derivatives""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment dériver une fonction en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""derivatives""}";"""Comment dériver une fonction en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""derivatives""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Qu'est-ce qu'une dérivée en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""derivatives""}";"""Qu'est-ce qu'une dérivée en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""derivatives""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment résoudre une équation différentielle en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""differentials""}";"""Comment résoudre une équation différentielle en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""differentials""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Qu'est-ce qu'une équation différentielle en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""differentials""}";"""Qu'est-ce qu'une équation différentielle en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""differentials""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment effectuer des opérations avec des nombres complexes en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""complex-numbers""}";"""Comment effectuer des opérations avec des nombres complexes en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""complex-numbers""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Peux-tu m'expliquer ce qu'est un nombre complexe ?;"{""subject"": ""maths"", ""topic"": ""complex-numbers""}";"""Peux-tu m'expliquer ce qu'est un nombre complexe ? ->: {""subject"": ""maths"", ""topic"": ""complex-numbers""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment fonctionne le calcul des dérivées en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""derivatives""}";"""Comment fonctionne le calcul des dérivées en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""derivatives""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Quelles sont les applications des différentielles en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""differentials""}";"""Quelles sont les applications des différentielles en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""differentials""}"""
